Filter_type,Biological_rep,qPCR_rep,Detection,Cq,Copies,Copies_plus,Log_copiesplus,Log_copiesplus_1,Ave_Cq,Ave_copies,Log_ave_copies,Det_rate,Turbidity,Prefilter,Filtr_vol,Tank_water,Type
GF,A,5,1,33.13,320.57,320.67,2.51,3.51,33.17,312.05,2.49,1,5,No,1000,1000,5 NTU
GF,A,6,1,33.23,299.7,299.80,2.48,3.48,33.17,312.05,2.49,1,5,No,1000,1000,5 NTU
GF,B,1,1,32.52,483.28,483.38,2.68,3.68,32.86,384.44,2.58,1,5,No,1000,1000,5 NTU
GF,B,2,1,32.3,560.41,560.51,2.75,3.75,32.86,384.44,2.58,1,5,No,1000,1000,5 NTU
GF,B,3,1,33.35,276.45,276.55,2.44,3.44,32.86,384.44,2.58,1,5,No,1000,1000,5 NTU
GF,B,4,1,33.4,267.3,267.40,2.43,3.43,32.86,384.44,2.58,1,5,No,1000,1000,5 NTU
GF,B,5,1,32.83,392.28,392.38,2.59,3.59,32.86,384.44,2.58,1,5,No,1000,1000,5 NTU
GF,B,6,1,32.76,411.2,411.30,2.61,3.61,32.86,384.44,2.58,1,5,No,1000,1000,5 NTU
GF,C,1,1,33.02,345.2,345.30,2.54,3.54,33.58,236.81,2.37,1,5,No,1000,1000,5 NTU
GF,C,2,1,32.88,379.3,379.40,2.58,3.58,33.58,236.81,2.37,1,5,No,1000,1000,5 NTU
GF,C,3,1,34.19,157.08,157.18,2.20,3.20,33.58,236.81,2.37,1,5,No,1000,1000,5 NTU
GF,C,4,1,34.49,128.36,128.46,2.11,3.11,33.58,236.81,2.37,1,5,No,1000,1000,5 NTU
GF,C,5,1,33.34,278.32,278.42,2.44,3.44,33.58,236.81,2.37,1,5,No,1000,1000,5 NTU
GF,C,6,1,33.56,240.02,240.12,2.38,3.38,33.58,236.81,2.37,1,5,No,1000,1000,5 NTU
GF,A,1,1,36.2,40.61,40.71,1.61,2.61,36.87,25.87,1.41,1,50,No,1000,1000,50 NTU
GF,A,2,1,35.77,54.24,54.34,1.74,2.74,36.87,25.87,1.41,1,50,No,1000,1000,50 NTU
GF,A,3,1,38.33,9.69,9.79,0.99,1.99,36.87,25.87,1.41,1,50,No,1000,1000,50 NTU
GF,A,4,1,38.1,11.31,11.41,1.06,2.06,36.87,25.87,1.41,1,50,No,1000,1000,50 NTU
GF,A,5,1,37.5,16.93,17.03,1.23,2.23,36.87,25.87,1.41,1,50,No,1000,1000,50 NTU
GF,A,6,1,35.32,73.43,73.53,1.87,2.87,36.87,25.87,1.41,1,50,No,1000,1000,50 NTU
GF,B,1,1,36.68,29.4,29.50,1.47,2.47,37.28,19.63,1.29,0.8333,50,No,1000,1000,50 NTU
GF,B,2,1,39.35,4.88,4.98,0.70,1.70,37.28,19.63,1.29,0.8333,50,No,1000,1000,50 NTU
GF,B,3,1,37.91,12.85,12.95,1.11,2.11,37.28,19.63,1.29,0.8333,50,No,1000,1000,50 NTU
GF,B,4,0,NA,0,0.10,-1.00,0.00,37.28,19.63,1.29,0.8333,50,No,1000,1000,50 NTU
GF,B,5,1,36.99,23.86,23.96,1.38,2.38,37.28,19.63,1.29,0.8333,50,No,1000,1000,50 NTU
GF,B,6,1,35.47,66.38,66.48,1.82,2.82,37.28,19.63,1.29,0.8333,50,No,1000,1000,50 NTU
GF,C,1,1,35.06,87.47,87.57,1.94,2.94,35.14,82.97,1.92,1,50,No,1000,1000,50 NTU
GF,C,2,1,34.87,99.4,99.50,2.00,3.00,35.14,82.97,1.92,1,50,No,1000,1000,50 NTU
GF,C,3,1,35.39,70.05,70.15,1.85,2.85,35.14,82.97,1.92,1,50,No,1000,1000,50 NTU
GF,C,4,1,35.21,79.07,79.17,1.90,2.90,35.14,82.97,1.92,1,50,No,1000,1000,50 NTU
GF,C,5,1,35.29,74.92,75.02,1.88,2.88,35.14,82.97,1.92,1,50,No,1000,1000,50 NTU
GF,C,6,1,35.01,90.46,90.56,1.96,2.96,35.14,82.97,1.92,1,50,No,1000,1000,50 NTU
GF,A,1,1,34.88,98.73,98.83,1.99,2.99,35.64,59.33,1.77,0.5,50,Yes,1000,1000,50 NTU - PF
GF,A,2,1,35.88,50.37,50.47,1.70,2.70,35.64,59.33,1.77,0.5,50,Yes,1000,1000,50 NTU - PF
GF,A,3,1,36.15,42,42.10,1.62,2.62,35.64,59.33,1.77,0.5,50,Yes,1000,1000,50 NTU - PF
GF,A,4,0,NA,0,0.10,-1.00,0.00,35.64,59.33,1.77,0.5,50,Yes,1000,1000,50 NTU - PF
GF,A,5,0,NA,0,0.10,-1.00,0.00,35.64,59.33,1.77,0.5,50,Yes,1000,1000,50 NTU - PF
GF,A,6,0,NA,0,0.10,-1.00,0.00,35.64,59.33,1.77,0.5,50,Yes,1000,1000,50 NTU - PF
GF,B,1,0,NA,0,0.10,-1.00,0.00,37.32,19.11,1.28,0.5,50,Yes,1000,1000,50 NTU - PF
GF,B,2,0,NA,0,0.10,-1.00,0.00,37.32,19.11,1.28,0.5,50,Yes,1000,1000,50 NTU - PF
GF,B,3,0,NA,0,0.10,-1.00,0.00,37.32,19.11,1.28,0.5,50,Yes,1000,1000,50 NTU - PF
GF,B,4,1,37.61,15.72,15.82,1.20,2.20,37.32,19.11,1.28,0.5,50,Yes,1000,1000,50 NTU - PF
GF,B,5,1,37.26,19.9,20.00,1.30,2.30,37.32,19.11,1.28,0.5,50,Yes,1000,1000,50 NTU - PF
GF,B,6,1,37.09,22.31,22.41,1.35,2.35,37.32,19.11,1.28,0.5,50,Yes,1000,1000,50 NTU - PF
GF,C,1,1,37.26,19.9,20.00,1.30,2.30,36.44,34.67,1.54,1,50,Yes,1000,1000,50 NTU - PF
GF,C,2,1,36.13,42.57,42.67,1.63,2.63,36.44,34.67,1.54,1,50,Yes,1000,1000,50 NTU - PF
GF,C,3,1,38.61,8.02,8.12,0.91,1.91,36.44,34.67,1.54,1,50,Yes,1000,1000,50 NTU - PF
GF,C,4,1,35.18,80.68,80.78,1.91,2.91,36.44,34.67,1.54,1,50,Yes,1000,1000,50 NTU - PF
GF,C,5,1,34.95,94.19,94.29,1.97,2.97,36.44,34.67,1.54,1,50,Yes,1000,1000,50 NTU - PF
GF,C,6,1,36.48,33.64,33.74,1.53,2.53,36.44,34.67,1.54,1,50,Yes,1000,1000,50 NTU - PF
PC10,A,1,1,35.22,78.54,78.64,1.90,2.90,35.1,85.14,1.93,1,5,No,1000,1000,5 NTU
PC10,A,2,1,34.41,135.46,135.56,2.13,3.13,35.1,85.14,1.93,1,5,No,1000,1000,5 NTU
PC10,A,3,1,34.98,92.3,92.40,1.97,2.97,35.1,85.14,1.93,1,5,No,1000,1000,5 NTU
PC10,A,4,1,34.88,98.73,98.83,1.99,2.99,35.1,85.14,1.93,1,5,No,1000,1000,5 NTU
PC10,A,5,1,35.09,85.72,85.82,1.93,2.93,35.1,85.14,1.93,1,5,No,1000,1000,5 NTU
PC10,A,6,1,36.02,45.84,45.94,1.66,2.66,35.1,85.14,1.93,1,5,No,1000,1000,5 NTU
PC10,B,1,1,37.06,22.77,22.87,1.36,2.36,36.56,31.87,1.5,0.8333,5,No,1000,1000,5 NTU
PC10,B,2,1,35.4,69.58,69.68,1.84,2.84,36.56,31.87,1.5,0.8333,5,No,1000,1000,5 NTU
PC10,B,3,0,NA,0,0.10,-1.00,0.00,36.56,31.87,1.5,0.8333,5,No,1000,1000,5 NTU
PC10,B,4,1,36.5,33.19,33.29,1.52,2.52,36.56,31.87,1.5,0.8333,5,No,1000,1000,5 NTU
PC10,B,5,1,36.8,27.12,27.22,1.43,2.43,36.56,31.87,1.5,0.8333,5,No,1000,1000,5 NTU
PC10,B,6,1,37.04,23.08,23.18,1.37,2.37,36.56,31.87,1.5,0.8333,5,No,1000,1000,5 NTU
PC10,C,1,1,35.43,68.19,68.29,1.83,2.83,36.31,37.84,1.58,1,5,No,1000,1000,5 NTU
PC10,C,2,1,36.9,25.35,25.45,1.41,2.41,36.31,37.84,1.58,1,5,No,1000,1000,5 NTU
PC10,C,3,1,35.87,50.71,50.81,1.71,2.71,36.31,37.84,1.58,1,5,No,1000,1000,5 NTU
PC10,C,4,1,36.73,28.43,28.53,1.46,2.46,36.31,37.84,1.58,1,5,No,1000,1000,5 NTU
PC10,C,5,1,35.85,51.4,51.50,1.71,2.71,36.31,37.84,1.58,1,5,No,1000,1000,5 NTU
PC10,C,6,1,37.05,22.92,23.02,1.36,2.36,36.31,37.84,1.58,1,5,No,1000,1000,5 NTU
PC10,A,1,1,38.26,10.15,10.25,1.01,2.01,38.42,9.14,0.96,0.5,50,No,450,1000,50 NTU
PC10,A,2,1,39.18,5.47,5.57,0.75,1.75,38.42,9.14,0.96,0.5,50,No,450,1000,50 NTU
PC10,A,3,0,NA,0,0.10,-1.00,0.00,38.42,9.14,0.96,0.5,50,No,450,1000,50 NTU
PC10,A,4,1,37.81,13.74,13.84,1.14,2.14,38.42,9.14,0.96,0.5,50,No,450,1000,50 NTU
PC10,A,5,0,NA,0,0.10,-1.00,0.00,38.42,9.14,0.96,0.5,50,No,450,1000,50 NTU
PC10,A,6,0,NA,0,0.10,-1.00,0.00,38.42,9.14,0.96,0.5,50,No,450,1000,50 NTU
PC10,B,1,1,37.36,18.6,18.70,1.27,2.27,38.3,9.91,1,0.5,50,No,450,1000,50 NTU
PC10,B,2,1,39.29,5.08,5.18,0.71,1.71,38.3,9.91,1,0.5,50,No,450,1000,50 NTU
PC10,B,3,0,NA,0,0.10,-1.00,0.00,38.3,9.91,1,0.5,50,No,450,1000,50 NTU
PC10,B,4,0,NA,0,0.10,-1.00,0.00,38.3,9.91,1,0.5,50,No,450,1000,50 NTU
PC10,B,5,0,NA,0,0.10,-1.00,0.00,38.3,9.91,1,0.5,50,No,450,1000,50 NTU
PC10,B,6,1,38.24,10.29,10.39,1.02,2.02,38.3,9.91,1,0.5,50,No,450,1000,50 NTU
PC10,C,1,1,38.68,7.65,7.75,0.89,1.89,37.58,16.04,1.21,0.5,50,No,450,1000,50 NTU
PC10,C,2,0,NA,0,0.10,-1.00,0.00,37.58,16.04,1.21,0.5,50,No,450,1000,50 NTU
PC10,C,3,1,36.03,45.53,45.63,1.66,2.66,37.58,16.04,1.21,0.5,50,No,450,1000,50 NTU
PC10,C,4,0,NA,0,0.10,-1.00,0.00,37.58,16.04,1.21,0.5,50,No,450,1000,50 NTU
PC10,C,5,1,38.03,11.85,11.95,1.08,2.08,37.58,16.04,1.21,0.5,50,No,450,1000,50 NTU
PC10,C,6,0,NA,0,0.10,-1.00,0.00,37.58,16.04,1.21,0.5,50,No,450,1000,50 NTU
PC10,A,1,1,35.53,63.75,63.85,1.81,2.81,37.23,20.37,1.31,1,50,Yes,750,1000,50 NTU - PF
PC10,A,2,1,36.99,23.86,23.96,1.38,2.38,37.23,20.37,1.31,1,50,Yes,750,1000,50 NTU - PF
PC10,A,3,1,37.23,20.31,20.41,1.31,2.31,37.23,20.37,1.31,1,50,Yes,750,1000,50 NTU - PF
PC10,A,4,1,38.19,10.64,10.74,1.03,2.03,37.23,20.37,1.31,1,50,Yes,750,1000,50 NTU - PF
PC10,A,5,1,36.86,26.05,26.15,1.42,2.42,37.23,20.37,1.31,1,50,Yes,750,1000,50 NTU - PF
PC10,A,6,1,38.55,8.35,8.45,0.93,1.93,37.23,20.37,1.31,1,50,Yes,750,1000,50 NTU - PF
PC10,B,1,1,38.56,8.3,8.40,0.92,1.92,37.22,20.42,1.31,1,50,Yes,750,1000,50 NTU - PF
PC10,B,2,1,36.55,32.09,32.19,1.51,2.51,37.22,20.42,1.31,1,50,Yes,750,1000,50 NTU - PF
PC10,B,3,1,36.92,25.02,25.12,1.40,2.40,37.22,20.42,1.31,1,50,Yes,750,1000,50 NTU - PF
PC10,B,4,1,37.65,15.31,15.41,1.19,2.19,37.22,20.42,1.31,1,50,Yes,750,1000,50 NTU - PF
PC10,B,5,1,36.04,45.23,45.33,1.66,2.66,37.22,20.42,1.31,1,50,Yes,750,1000,50 NTU - PF
PC10,B,6,1,37.61,15.72,15.82,1.20,2.20,37.22,20.42,1.31,1,50,Yes,750,1000,50 NTU - PF
PC10,C,1,1,36.02,45.84,45.94,1.66,2.66,35.48,65.86,1.82,1,50,Yes,750,1000,50 NTU - PF
PC10,C,2,1,35.32,73.43,73.53,1.87,2.87,35.48,65.86,1.82,1,50,Yes,750,1000,50 NTU - PF
PC10,C,3,1,35.26,76.45,76.55,1.88,2.88,35.48,65.86,1.82,1,50,Yes,750,1000,50 NTU - PF
PC10,C,4,1,35.29,74.92,75.02,1.88,2.88,35.48,65.86,1.82,1,50,Yes,750,1000,50 NTU - PF
PC10,C,5,1,35.19,80.14,80.24,1.90,2.90,35.48,65.86,1.82,1,50,Yes,750,1000,50 NTU - PF
PC10,C,6,1,35.81,52.8,52.90,1.72,2.72,35.48,65.86,1.82,1,50,Yes,750,1000,50 NTU - PF
PC5,A,1,1,35.14,82.88,82.98,1.92,2.92,34.62,117.61,2.07,1,5,No,1000,1000,5 NTU
PC5,A,2,1,33.93,187.11,187.21,2.27,3.27,34.62,117.61,2.07,1,5,No,1000,1000,5 NTU
PC5,A,3,1,34.35,141.04,141.14,2.15,3.15,34.62,117.61,2.07,1,5,No,1000,1000,5 NTU
PC5,A,4,1,34.31,144.89,144.99,2.16,3.16,34.62,117.61,2.07,1,5,No,1000,1000,5 NTU
PC5,A,5,1,35.57,62.06,62.16,1.79,2.79,34.62,117.61,2.07,1,5,No,1000,1000,5 NTU
PC5,A,6,1,34.42,134.55,134.65,2.13,3.13,34.62,117.61,2.07,1,5,No,1000,1000,5 NTU
PC5,B,1,1,35.37,71,71.10,1.85,2.85,35.46,66.67,1.82,1,5,No,1000,1000,5 NTU
PC5,B,2,1,35.49,65.49,65.59,1.82,2.82,35.46,66.67,1.82,1,5,No,1000,1000,5 NTU
PC5,B,3,1,35.65,58.8,58.90,1.77,2.77,35.46,66.67,1.82,1,5,No,1000,1000,5 NTU
PC5,B,4,1,35.23,78.01,78.11,1.89,2.89,35.46,66.67,1.82,1,5,No,1000,1000,5 NTU
PC5,B,5,1,35.4,69.58,69.68,1.84,2.84,35.46,66.67,1.82,1,5,No,1000,1000,5 NTU
PC5,B,6,1,35.64,59.2,59.30,1.77,2.77,35.46,66.67,1.82,1,5,No,1000,1000,5 NTU
PC5,C,1,1,34.17,159.21,159.31,2.20,3.20,34.54,124.53,2.1,1,5,No,1000,1000,5 NTU
PC5,C,2,1,34.44,132.75,132.85,2.12,3.12,34.54,124.53,2.1,1,5,No,1000,1000,5 NTU
PC5,C,3,1,35.14,82.88,82.98,1.92,2.92,34.54,124.53,2.1,1,5,No,1000,1000,5 NTU
PC5,C,4,1,34.52,125.8,125.90,2.10,3.10,34.54,124.53,2.1,1,5,No,1000,1000,5 NTU
PC5,C,5,1,34.54,124.11,124.21,2.09,3.09,34.54,124.53,2.1,1,5,No,1000,1000,5 NTU
PC5,C,6,1,34.4,136.38,136.48,2.14,3.14,34.54,124.53,2.1,1,5,No,1000,1000,5 NTU
PC5,A,1,0,NA,0,0.10,-1.00,0.00,37.29,19.5,1.29,0.1667,50,No,200,1000,50 NTU
PC5,A,2,0,NA,0,0.10,-1.00,0.00,37.29,19.5,1.29,0.1667,50,No,200,1000,50 NTU
PC5,A,3,0,NA,0,0.10,-1.00,0.00,37.29,19.5,1.29,0.1667,50,No,200,1000,50 NTU
PC5,A,4,0,NA,0,0.10,-1.00,0.00,37.29,19.5,1.29,0.1667,50,No,200,1000,50 NTU
PC5,A,5,0,NA,0,0.10,-1.00,0.00,37.29,19.5,1.29,0.1667,50,No,200,1000,50 NTU
PC5,A,6,1,37.29,19.5,19.60,1.29,2.29,37.29,19.5,1.29,0.1667,50,No,200,1000,50 NTU
PC5,B,1,0,NA,0,0.10,-1.00,0.00,37.07,22.61,1.35,0.5,50,No,200,1000,50 NTU
PC5,B,2,0,NA,0,0.10,-1.00,0.00,37.07,22.61,1.35,0.5,50,No,200,1000,50 NTU
PC5,B,3,1,36.58,31.45,31.55,1.50,2.50,37.07,22.61,1.35,0.5,50,No,200,1000,50 NTU
PC5,B,4,0,NA,0,0.10,-1.00,0.00,37.07,22.61,1.35,0.5,50,No,200,1000,50 NTU
PC5,B,5,1,37.58,16.04,16.14,1.21,2.21,37.07,22.61,1.35,0.5,50,No,200,1000,50 NTU
PC5,B,6,1,37.05,22.92,23.02,1.36,2.36,37.07,22.61,1.35,0.5,50,No,200,1000,50 NTU
PC5,C,1,0,NA,0,0.10,-1.00,0.00,38.29,9.95,1,0.1667,50,No,200,1000,50 NTU
PC5,C,2,1,38.29,9.95,10.05,1.00,2.00,38.29,9.95,1,0.1667,50,No,200,1000,50 NTU
PC5,C,3,0,NA,0,0.10,-1.00,0.00,38.29,9.95,1,0.1667,50,No,200,1000,50 NTU
PC5,C,4,0,NA,0,0.10,-1.00,0.00,38.29,9.95,1,0.1667,50,No,200,1000,50 NTU
PC5,C,5,0,NA,0,0.10,-1.00,0.00,38.29,9.95,1,0.1667,50,No,200,1000,50 NTU
PC5,C,6,0,NA,0,0.10,-1.00,0.00,38.29,9.95,1,0.1667,50,No,200,1000,50 NTU
PC5,A,1,1,37.33,18.98,19.08,1.28,2.28,37.83,13.57,1.13,1,50,Yes,200,1000,50 NTU - PF
PC5,A,2,1,37.29,19.5,19.60,1.29,2.29,37.83,13.57,1.13,1,50,Yes,200,1000,50 NTU - PF
PC5,A,3,1,38.14,11.01,11.11,1.05,2.05,37.83,13.57,1.13,1,50,Yes,200,1000,50 NTU - PF
PC5,A,4,1,39.43,4.62,4.72,0.67,1.67,37.83,13.57,1.13,1,50,Yes,200,1000,50 NTU - PF
PC5,A,5,1,38.4,9.24,9.34,0.97,1.97,37.83,13.57,1.13,1,50,Yes,200,1000,50 NTU - PF
PC5,A,6,1,36.38,35.98,36.08,1.56,2.56,37.83,13.57,1.13,1,50,Yes,200,1000,50 NTU - PF
PC5,B,1,1,35.53,63.75,63.85,1.81,2.81,35.49,65.64,1.82,1,50,Yes,200,1000,50 NTU - PF
PC5,B,2,1,35.57,62.06,62.16,1.79,2.79,35.49,65.64,1.82,1,50,Yes,200,1000,50 NTU - PF
PC5,B,3,1,36.01,46.15,46.25,1.67,2.67,35.49,65.64,1.82,1,50,Yes,200,1000,50 NTU - PF
PC5,B,4,1,35.51,64.61,64.71,1.81,2.81,35.49,65.64,1.82,1,50,Yes,200,1000,50 NTU - PF
PC5,B,5,1,35.15,82.33,82.43,1.92,2.92,35.49,65.64,1.82,1,50,Yes,200,1000,50 NTU - PF
PC5,B,6,1,35.15,82.33,82.43,1.92,2.92,35.49,65.64,1.82,1,50,Yes,200,1000,50 NTU - PF
PC5,C,1,1,33.86,196.14,196.24,2.29,3.29,33.75,211.68,2.33,1,50,Yes,200,1000,50 NTU - PF
PC5,C,2,1,34.04,173.76,173.86,2.24,3.24,33.75,211.68,2.33,1,50,Yes,200,1000,50 NTU - PF
PC5,C,3,1,33.99,179.71,179.81,2.25,3.25,33.75,211.68,2.33,1,50,Yes,200,1000,50 NTU - PF
PC5,C,4,1,33.47,255,255.10,2.41,3.41,33.75,211.68,2.33,1,50,Yes,200,1000,50 NTU - PF
PC5,C,5,1,33.73,214.07,214.17,2.33,3.33,33.75,211.68,2.33,1,50,Yes,200,1000,50 NTU - PF
PC5,C,6,1,33.39,269.11,269.21,2.43,3.43,33.75,211.68,2.33,1,50,Yes,200,1000,50 NTU - PF
ST,A,1,1,32.77,408.45,408.55,2.61,3.61,32.65,444.29,2.65,1,5,No,500,1000,5 NTU
ST,A,2,1,32.45,506.6,506.70,2.70,3.70,32.65,444.29,2.65,1,5,No,500,1000,5 NTU
ST,A,3,1,32.68,433.95,434.05,2.64,3.64,32.65,444.29,2.65,1,5,No,500,1000,5 NTU
ST,A,4,1,32.45,506.6,506.70,2.70,3.70,32.65,444.29,2.65,1,5,No,500,1000,5 NTU
ST,A,5,1,32.7,428.15,428.25,2.63,3.63,32.65,444.29,2.65,1,5,No,500,1000,5 NTU
ST,A,6,1,32.82,394.93,395.03,2.60,3.60,32.65,444.29,2.65,1,5,No,500,1000,5 NTU
ST,B,1,1,34.34,141.99,142.09,2.15,3.15,34.12,164.47,2.22,1,5,No,500,1000,5 NTU
ST,B,2,1,34.1,166.88,166.98,2.22,3.22,34.12,164.47,2.22,1,5,No,500,1000,5 NTU
ST,B,3,1,33.95,184.61,184.71,2.27,3.27,34.12,164.47,2.22,1,5,No,500,1000,5 NTU
ST,B,4,1,34.46,130.98,131.08,2.12,3.12,34.12,164.47,2.22,1,5,No,500,1000,5 NTU
ST,B,5,1,33.89,192.22,192.32,2.28,3.28,34.12,164.47,2.22,1,5,No,500,1000,5 NTU
ST,B,6,1,33.99,179.71,179.81,2.25,3.25,34.12,164.47,2.22,1,5,No,500,1000,5 NTU
ST,C,1,1,35.32,73.43,73.53,1.87,2.87,34.86,99.96,2,1,5,No,500,1000,5 NTU
ST,C,2,1,34.97,92.93,93.03,1.97,2.97,34.86,99.96,2,1,5,No,500,1000,5 NTU
ST,C,3,1,34.74,108.48,108.58,2.04,3.04,34.86,99.96,2,1,5,No,500,1000,5 NTU
ST,C,4,1,34.51,126.64,126.74,2.10,3.10,34.86,99.96,2,1,5,No,500,1000,5 NTU
ST,C,5,1,34.57,121.63,121.73,2.09,3.09,34.86,99.96,2,1,5,No,500,1000,5 NTU
ST,C,6,1,35.06,87.47,87.57,1.94,2.94,34.86,99.96,2,1,5,No,500,1000,5 NTU
ST,A,1,1,37.26,19.9,20.00,1.30,2.30,38.34,9.62,0.98,0.8333,50,No,100,1000,50 NTU
ST,A,2,1,37.47,17.28,17.38,1.24,2.24,38.34,9.62,0.98,0.8333,50,No,100,1000,50 NTU
ST,A,3,1,39.45,4.56,4.66,0.67,1.67,38.34,9.62,0.98,0.8333,50,No,100,1000,50 NTU
ST,A,4,1,37.81,13.74,13.84,1.14,2.14,38.34,9.62,0.98,0.8333,50,No,100,1000,50 NTU
ST,A,5,0,NA,0,0.10,-1.00,0.00,38.34,9.62,0.98,0.8333,50,No,100,1000,50 NTU
ST,A,6,1,39.71,3.83,3.93,0.59,1.59,38.34,9.62,0.98,0.8333,50,No,100,1000,50 NTU
ST,B,1,1,37.78,14.02,14.12,1.15,2.15,39.46,4.52,0.65,0.5,50,No,100,1000,50 NTU
ST,B,2,1,42.07,0.78,0.88,-0.06,0.94,39.46,4.52,0.65,0.5,50,No,100,1000,50 NTU
ST,B,3,0,NA,0,0.10,-1.00,0.00,39.46,4.52,0.65,0.5,50,No,100,1000,50 NTU
ST,B,4,1,38.54,8.41,8.51,0.93,1.93,39.46,4.52,0.65,0.5,50,No,100,1000,50 NTU
ST,B,5,0,NA,0,0.10,-1.00,0.00,39.46,4.52,0.65,0.5,50,No,100,1000,50 NTU
ST,B,6,0,NA,0,0.10,-1.00,0.00,39.46,4.52,0.65,0.5,50,No,100,1000,50 NTU
ST,C,1,1,38.17,10.79,10.89,1.04,2.04,37.52,16.73,1.22,0.6667,50,No,100,1000,50 NTU
ST,C,2,1,37.08,22.46,22.56,1.35,2.35,37.52,16.73,1.22,0.6667,50,No,100,1000,50 NTU
ST,C,3,1,37.27,19.77,19.87,1.30,2.30,37.52,16.73,1.22,0.6667,50,No,100,1000,50 NTU
ST,C,4,1,37.55,16.37,16.47,1.22,2.22,37.52,16.73,1.22,0.6667,50,No,100,1000,50 NTU
ST,C,5,0,NA,0,0.10,-1.00,0.00,37.52,16.73,1.22,0.6667,50,No,100,1000,50 NTU
ST,C,6,0,NA,0,0.10,-1.00,0.00,37.52,16.73,1.22,0.6667,50,No,100,1000,50 NTU
ST,A,1,1,35.67,58.02,58.12,1.76,2.76,35.53,63.96,1.81,1,50,Yes,150,1000,50 NTU - PF
ST,A,2,1,35.3,74.42,74.52,1.87,2.87,35.53,63.96,1.81,1,50,Yes,150,1000,50 NTU - PF
ST,A,3,1,35.64,59.2,59.30,1.77,2.77,35.53,63.96,1.81,1,50,Yes,150,1000,50 NTU - PF
ST,A,4,1,35.94,48.38,48.48,1.69,2.69,35.53,63.96,1.81,1,50,Yes,150,1000,50 NTU - PF
ST,A,5,1,35.18,80.68,80.78,1.91,2.91,35.53,63.96,1.81,1,50,Yes,150,1000,50 NTU - PF
ST,A,6,1,35.42,68.65,68.75,1.84,2.84,35.53,63.96,1.81,1,50,Yes,150,1000,50 NTU - PF
ST,B,1,1,38.55,8.35,8.45,0.93,1.93,37.34,18.88,1.28,1,50,Yes,150,1000,50 NTU - PF
ST,B,2,1,37.18,21,21.10,1.32,2.32,37.34,18.88,1.28,1,50,Yes,150,1000,50 NTU - PF
ST,B,3,1,35.47,66.38,66.48,1.82,2.82,37.34,18.88,1.28,1,50,Yes,150,1000,50 NTU - PF
ST,B,4,1,36.03,45.53,45.63,1.66,2.66,37.34,18.88,1.28,1,50,Yes,150,1000,50 NTU - PF
ST,B,5,1,38.32,9.75,9.85,0.99,1.99,37.34,18.88,1.28,1,50,Yes,150,1000,50 NTU - PF
ST,B,6,1,38.48,8.76,8.86,0.95,1.95,37.34,18.88,1.28,1,50,Yes,150,1000,50 NTU - PF
ST,C,1,1,36.31,37.71,37.81,1.58,2.58,36.15,41.95,1.62,1,50,Yes,150,1000,50 NTU - PF
ST,C,2,1,36.32,37.46,37.56,1.57,2.57,36.15,41.95,1.62,1,50,Yes,150,1000,50 NTU - PF
ST,C,3,1,36.16,41.72,41.82,1.62,2.62,36.15,41.95,1.62,1,50,Yes,150,1000,50 NTU - PF
ST,C,4,1,35.95,48.05,48.15,1.68,2.68,36.15,41.95,1.62,1,50,Yes,150,1000,50 NTU - PF
ST,C,5,1,36.46,34.09,34.19,1.53,2.53,36.15,41.95,1.62,1,50,Yes,150,1000,50 NTU - PF
ST,C,6,1,35.71,56.48,56.58,1.75,2.75,36.15,41.95,1.62,1,50,Yes,150,1000,50 NTU - PF
